case_Model,MRP,cpu_Model,MRP,internal-hard-drive_Model,MRP,memory_Model,MRP,motherboard_Model,MRP,power-supply_Model,MRP,video-card_Model,MRP,Total Price
Thermaltake Versa H18,70.67,Intel Core i5-11600K,3452.08,Seagate FireCuda 530,27.59,G.Skill Trident Z5 Neo RGB 64 GB,2785.13,ASRock B760M-H/M.2,3892.44,Corsair RM850e (2023),680.66,MSI ARMOR OC,173.05,11081.62
NZXT H510,612.02,Intel Core i7-4770S,3163.04,Kingston A400,1782.76,Silicon Power XPOWER Turbine 32 GB,1937.71,MSI MEG Z690 UNIFY,3461.04,Asus ROG THOR P2 Gaming,649.66,Sparkle ORC OC,2911.46,14517.69
Thermaltake Core V1,914.73,Intel Core i3-10105F,2973.16,Western Digital Black SN750,565.08,Corsair Vengeance LPX 128 GB,928.97,MSI MEG Z790 GODLIKE MAX,2712.27,MSI MPG A1000G,205.65,AMD 100-505999,702.39,9002.25
Lian Li O11 Vision Chrome,809.0,Intel Core i5-4570T,2852.4,Silicon Power XS70,1610.68,Crucial Pro 32 GB,3558.91,Gigabyte Z790 AORUS ELITE AX ICE,3682.95,Cooler Master V SFX Gold ATX 3.0,640.51,MSI RTX 4090 GAMING SLIM 24G,7298.63,20453.08
NZXT H9 Elite,831.36,Intel Core i9-9900K,3249.29,ADATA LEGEND 850 LITE,535.32,Silicon Power GAMING 32 GB,396.02,Asus PRIME B450M-A,184.24,MSI A1000G PCIE5,578.17,MSI SUPRIM LIQUID X,3864.58,9638.98
Corsair iCUE 4000D RGB AIRFLOW,882.8,AMD Ryzen 3 3100,430.46,Inland Performance Plus,2064.95,Corsair Vengeance RGB Pro SL 32 GB,2368.4,MSI A520M-A PRO,1805.72,Deepcool PX1000G,558.53,MSI GAMING TRIO CLASSIC,4169.54,12280.4
Corsair 2500X,418.35,AMD Ryzen 3 4100,4159.76,Western Digital Ultrastar DC HC550,1477.08,Crucial CT8G48C40U5 8 GB,1606.33,Biostar H610MH,3144.24,Corsair HX1000i (2023),290.94,MSI VENTUS 2X BLACK OC,3298.93,14395.63
Fractal Design Pop Mini Air,522.77,AMD Ryzen 5 2400G,3546.78,Samsung 990 Pro,1858.31,Kingston FURY Beast 32 GB,81.14,Gigabyte H610M S2H V2 DDR4,240.48,Thermaltake Smart BM3,501.62,PNY VERTO OC,4299.92,11051.02
Asus ROG Strix Helios,260.98,Intel Core i7-12700F,1818.31,Solidigm P44 Pro,1276.77,G.Skill Trident Z Royal 32 GB,1508.77,ASRock B550M PG RIPTIDE,3894.62,be quiet! SFX Power 3 450,181.01,PowerColor Fighter,436.29,9376.75
HYTE Y60,804.13,AMD Threadripper 3990X,2380.46,Kingston NV1,1311.4,Corsair Vengeance 96 GB,929.91,Gigabyte H610M K DDR4,2378.04,Azza PSAZ-550W,625.14,MSI D6 VENTUS XS OCV3,4289.89,12718.97
Fractal Design Define 7 XL,860.75,Intel Core i7-14700K,2479.15,Intel Optane P1600X,471.28,G.Skill Trident Z RGB 16 GB,1256.59,Asus PRIME B550M-A/CSM,393.06,FSP Group FSP400-60FGGBA,162.83,NVIDIA Founders Edition,8264.97,13888.63
Silverstone ALTA F2,101.9,Intel Core i7-8700,3826.7,TEAMGROUP QX,1515.74,Silicon Power XPOWER Zenith Gaming 32 GB,1346.45,Gigabyte B760I AORUS PRO,1375.51,Asus ROG Strix,601.43,Asus ProArt OC,9632.55,18400.28
Corsair iCUE 4000X RGB,438.65,AMD Ryzen 5 5600,1053.02,Patriot Burst Elite,956.67,Crucial CT2K8G48C40U5 16 GB,3161.02,Gigabyte B650M K,1964.33,FSP Group FSP400-60FGGBA,467.77,Gigabyte GAMING OC Rev 2.0,741.47,8782.93
Deepcool CK560,553.54,Intel Core i5-9600KF,3755.6,Crucial P3,975.92,Corsair Dominator Titanium 64 GB,1851.59,Gigabyte X670 GAMING X AX V2,3678.39,Thermaltake Toughpower GF3 Snow,254.17,MSI VENTUS XS OC,1543.98,12613.19
Lian Li O11 Vision,393.46,AMD Ryzen 5 1600 (14nm),3898.26,ADATA SU630,1212.2,Corsair Vengeance 16 GB,883.03,MSI PRO B650-S WIFI,939.43,SeaSonic FOCUS GX-750 ATX 3.0,181.94,NVIDIA 9001G4112520001,1907.01,9415.33
Thermaltake S200 TG ARGB,197.56,AMD Ryzen 5 3400G,3633.49,Solidigm P44 Pro,732.33,Corsair Vengeance 128 GB,2338.95,Gigabyte Z790 AORUS PRO X,3372.61,EVGA SuperNOVA 750 GA,182.86,MSI ARMOR OC,4640.95,15098.75
Thermaltake S200 TG ARGB,245.56,Intel Pentium E2160,109.44,Samsung 990 EVO,519.96,G.Skill Trident Z5 RGB 64 GB,354.49,ASRock X670E Taichi,200.81,Cooler Master MWE GOLD 750 V2 FULL MODULAR,676.93,ASRock Challenger Pro OC,9137.46,11244.65
Lian Li O11D EVO RGB,578.3,Intel Core i5-14600KF,4189.85,Kingston Fury Renegade,1773.53,Corsair Vengeance LPX 16 GB,2560.46,MSI PRO Z790-S WIFI,3711.33,Gigabyte UD1000GM PG5 (rev. 2.0),445.76,Acer Predator BiFrost OC,1055.68,14314.91
Deepcool MATREXX 40,218.85,Intel Core i7-4770S,1678.72,Crucial MX500,1381.69,Silicon Power GAMING 16 GB,207.39,ASRock H670M-ITX/ax,1680.77,be quiet! Dark Power 13,364.28,PowerColor Hellhound Spectral,7679.24,13210.94
Deepcool CC360 ARGB,863.17,Intel Core i5-7400,1439.85,Western Digital Ultrastar DC HC550,1389.11,ADATA XPG Lancer Blade 32 GB,428.87,Gigabyte Z790I AORUS ULTRA,191.2,MSI MAG A750BN PCIE5,406.21,ASRock Challenger Pro OC,5973.21,10691.62
Phanteks Enthoo Pro 2 Server Edition,766.23,Intel Core i7-7820X,725.22,Silicon Power P34A60,1116.76,Crucial Pro 32 GB,3566.25,Asus PRIME B650M-A WIFI II,3810.04,SeaSonic FOCUS GX-750 ATX 3.0,673.6,EVGA XC3 ULTRA GAMING,7771.93,18430.03
Asus TUF Gaming GT302 ARGB,298.25,Intel Core i3-13100F,736.39,Seagate Surveillance HDD,1757.35,Corsair Vengeance RGB RS 32 GB,432.17,ASRock Z790 PG Lightning/D4,444.07,EVGA 650BP,168.21,Gigabyte GAMING OC,5537.1,9373.54
DIYPC ARGB Q10,91.56,Intel Core i7-11700KF,2773.05,Silicon Power UD90,2008.13,G.Skill Trident Z RGB 64 GB,992.63,Gigabyte A620M DS3H,3119.59,Cooler Master G700,352.49,XFX Speedster SWFT 319,6046.45,15383.9
Antec NX100,328.34,Intel Xeon E5-2690 V4,2444.33,Patriot Burst Elite,2311.33,G.Skill Ripjaws S5 32 GB,1962.97,Gigabyte B650I AORUS ULTRA,3062.39,Corsair RM750x (2018),330.05,Asus ProArt OC,5556.92,15996.33
Lian Li A4-H20 A4,404.68,Intel Core i7-7700,3466.27,Western Digital Blue SN580,1552.52,Corsair Vengeance 16 GB,276.95,Asus PRIME B550M-A WIFI II,1720.66,SeaSonic PRIME PX-1600 ATX 3.0,74.17,AMD 100-505999,7039.41,14534.66
Deepcool CH560 DIGITAL,564.54,Intel Core i5-11500,2679.44,Western Digital Red Plus,913.48,Corsair Vengeance RGB Pro SL 32 GB,3546.04,MSI MAG B760 TOMAHAWK WIFI,403.09,Corsair RM750e (2023),385.87,PowerColor Red Dragon OC,2698.0,11190.46
Fractal Design Focus 2,132.1,Intel Core i9-12900F,3778.48,Western Digital Red Pro,2477.23,G.Skill Ripjaws S5 32 GB,591.78,MSI B450M-A PRO MAX II,1210.04,PowerSpec PS 750BSM,359.87,MSI VENTUS 3X E OC,2414.75,10964.25
Corsair 3000D AIRFLOW,76.15,Intel Celeron G3900,2374.63,Seagate Constellation CS,829.28,Patriot Viper Venom 32 GB,3812.03,ASRock X570 Phantom Gaming-ITX/TB3,988.16,EVGA SuperNOVA 850 G5,711.57,MSI VENTUS 2X OC,1256.54,10048.36
Asus Prime AP201,852.18,Intel Xeon E-2124,1202.67,Crucial P5 Plus,2487.85,TEAMGROUP T-Create Classic 16 GB,208.21,MSI MPG Z790 EDGE TI MAX WIFI,3023.27,Logisys PS480D,254.21,PNY VERTO OC,7626.37,15654.76
NZXT H7 Flow,218.2,Intel Core i7-12700KF,2147.98,Corsair MP700 PRO w/Heatsink,2026.78,G.Skill Ripjaws V 16 GB,1971.85,MSI PRO B760M-A WIFI DDR4,3004.11,Corsair TX550M Gold,314.32,ASRock Challenger Pro OC,6260.42,15943.66
Corsair 2000D AIRFLOW,812.86,Intel Core i7-6700K,280.54,Toshiba MG10 512e,1698.85,Corsair Dominator Titanium 96 GB,250.55,Biostar H610MH,2801.57,Corsair TX550M Gold,593.61,PNY VERTO OC,7397.72,13835.7
Cooler Master MasterBox TD500 Mesh White w/ Controller,279.16,Intel Core i3-12100,1451.63,Crucial T705,837.38,G.Skill Flare X5 64 GB,1554.79,ASRock Z690 Taichi,829.51,MSI MPG A750GF,573.09,MSI SUPRIM LIQUID X,4834.55,10360.11
Lian Li LANCOOL II-W,873.12,Intel Core i7-9700,721.86,SK Hynix Platinum P41,588.58,Samsung M378A2K43CB1-CTD 16 GB,1554.05,ASRock B550M-HDV,2311.27,Thermaltake Smart RGB 230V,623.75,MSI GT 710 2GD3H LP,2704.95,9377.58
Corsair iCUE 4000X RGB,364.87,Intel Core i9-9900KF,3763.29,Samsung 980 Pro w/Heatsink,90.92,G.Skill Trident Z Royal 32 GB,1311.05,Gigabyte H510M S2H V3,1967.58,SeaSonic FOCUS GX,377.74,Zotac Twin Edge OC,6066.38,13941.83
GameMax Vista A,689.13,Intel Core i9-10900X,810.41,Crucial T700,193.05,Corsair Dominator Platinum RGB 32 GB,284.1,Gigabyte B650M D3HP,2574.09,Apevia Prestige,600.32,MSI RTX 3060 Ventus 3X 12G OC,4125.13,9276.23
Corsair iCUE 5000T RGB,81.24,Intel Core i7-13700K,3911.23,Patriot P210,2385.11,Corsair Dominator Titanium 64 GB,1874.65,Gigabyte B760 DS3H AC DDR4,203.08,MSI MPG A850G PCIE5,398.33,MSI GeForce RTX 3060 Ventus 2X 12G,7560.93,16414.57
Fractal Design Pop Mini Air,643.57,Intel Core i9-10900KF,4071.82,Inland Professional,184.27,Corsair Vengeance LPX 128 GB,1159.56,ASRock B650 LiveMixer,2045.33,Corsair RM850x (2018),387.72,XFX GTS XXX,5716.9,14209.17
NZXT H7 Flow RGB,893.12,Intel Core i5-4440,1622.97,Toshiba MG10 512e,1960.74,Corsair Vengeance RGB Pro 64 GB,1854.25,Gigabyte A520M S2H,2740.91,MSI MAG A650BN,188.9,MSI SUPRIM LIQUID X,3861.21,13122.1
Cooler Master MasterBox Q300L,759.32,Intel Core i5-12400,2924.32,Sabrent Rocket 4 Plus,2292.43,Crucial CT2K8G48C40U5 16 GB,1940.47,MSI MPG Z790 CARBON WIFI II,1550.66,Super Flower Leadex Platinum,309.25,MSI GAMING TRIO CLASSIC,7365.11,17141.56
Fractal Design Define 7 XL,793.59,Intel Core i7-4770K,4068.51,TEAMGROUP T-Force Vulcan Z,15.55,Corsair Dominator Platinum RGB 32 GB,758.85,ASRock B450M-HDV R4.0,787.67,SeaSonic PRIME Fanless,295.53,PowerColor Fighter OC,6827.6,13547.3
Deepcool MATREXX 40,198.51,AMD Ryzen 5 4600G,60.26,TEAMGROUP MP33 PRO,607.73,Kingston FURY Beast 8 GB,896.86,MSI PRO Z790-S WIFI,2457.1,CoolMax I-500,673.92,EVGA FTW3 ULTRA GAMING,7755.17,12649.55
Thermaltake S200 TG ARGB,912.22,AMD Ryzen 5 7600X,1748.22,Samsung 980 Pro w/Heatsink,571.97,Crucial Pro 32 GB,3237.06,Asus TUF GAMING B650M-PLUS WIFI,1690.92,Lian Li SP,402.73,Gigabyte WINDFORCE OC,8121.91,16685.03
Fractal Design Node 304,149.36,Intel Core i7-10700K,393.39,Kingston A400,101.09,Lexar Ares RGB 32 GB,1613.11,Asus TUF GAMING B550-PLUS,2574.16,Asus ROG Strix,657.68,Sapphire NITRO+,9137.83,14626.62
MSI MAG VAMPIRIC 100R,645.67,Intel Celeron G6900,543.58,Samsung 980,91.26,G.Skill Ripjaws S5 96 GB,2900.64,Asus Prime B450M-A II,1330.42,Corsair RM850x SHIFT,97.77,XFX Speedster MERC 310 Black Edition,6634.21,12243.55
Thermaltake View 270,498.0,Intel Core i5-14600K,3357.41,Corsair MP700 PRO w/Heatsink,377.87,Patriot Viper Venom 32 GB,877.12,Asus ROG STRIX Z690-I GAMING WIFI,1404.89,Thermaltake Smart BX1 650,467.61,Asus ROG Matrix Platinum,4042.3,11025.2
Corsair iCUE LINK 6500X RGB,682.53,Intel Core i7-11700K,394.58,Kingston NV1,1550.78,Corsair Vengeance 16 GB,1779.33,Gigabyte B650M DS3H,2027.09,Thermaltake Smart,616.15,PowerColor Fighter,8987.23,16037.69
Silverstone SUGO 14,312.74,Intel Xeon E3-1245,3915.93,Western Digital Blue,2347.69,G.Skill Ripjaws S5 64 GB,666.81,MSI B450M-A PRO MAX II,2608.41,EVGA 650 BQ,434.24,MSI VENTUS 2X BLACK OC,1014.82,11300.64
NZXT H510i,342.51,Intel Core i3-3250,1705.22,Crucial P1,78.04,Corsair Vengeance LPX 128 GB,2243.17,Asus ROG STRIX Z690-I GAMING WIFI,997.85,Deepcool PQ1000M,521.54,PNY XLR8 Gaming VERTO EPIC-X RGB OC,1369.19,7257.52
Silverstone SG13 V2,330.11,AMD Ryzen 9 3950X,80.77,Seagate IronWolf Pro,366.11,Crucial Pro 32 GB,3652.21,Asus Prime B450M-A II,153.45,Asus ROG Strix,663.39,EVGA XC3 ULTRA GAMING,6376.64,11622.68
Cooler Master Q300L V2,632.29,AMD Ryzen 5 3600X,2649.48,Kingston KC3000,2446.26,G.Skill Trident Z RGB 64 GB,196.05,ASRock A620M Pro RS,135.43,EVGA SuperNOVA 850 G5,586.68,ASRock Challenger OC,4099.92,10746.11
Lian Li PC-O11 Dynamic,984.76,Intel Core i3-7350K,294.22,Samsung PM893,1049.46,Corsair Vengeance LPX 16 GB,3040.57,Asus ROG MAXIMUS Z790 HERO,2951.11,Corsair RM750e (2023),694.72,Zotac Twin Edge OC,9271.42,18286.26
Silverstone SUGO 14,792.27,Intel Core i3-530,2200.2,Samsung 980,1196.73,Timetec PINNACLE Konduit 32 GB,1660.29,ASRock B550 Phantom Gaming-ITX/ax,365.92,be quiet! System Power 10,176.86,MSI RTX 3060 Ventus 3X 12G OC,7372.74,13765.01
Thermaltake The Tower 300,155.46,Intel Celeron G4900,2066.2,Solidigm P41 Plus,286.14,G.Skill Trident Z5 Neo RGB 64 GB,1712.56,Gigabyte B650I AORUS ULTRA,3705.03,Corsair SF1000L,123.55,PowerColor Hellhound,3153.35,11202.29
Asus TUF Gaming GT302 ARGB,354.16,Intel Core i9-9900KF,466.58,Western Digital SE,2259.94,G.Skill Flare X5 32 GB,1885.64,MSI MAG Z790 TOMAHAWK MAX WIFI,772.99,Corsair AX1200,68.3,Zotac GAMING Trinity,774.25,6581.86
be quiet! Silent Base 802,265.53,Intel Core i7-4770S,2607.52,Intel Optane P1600X,1632.16,Corsair Vengeance RGB Pro 64 GB,72.9,ASRock B550M Steel Legend,3003.18,EVGA 650 BQ,29.55,Gigabyte GAMING OC Rev 2.0,6052.68,13663.52
GameMax G563,676.15,Intel Core i7-13700K,382.57,Samsung 990 Pro,203.24,Corsair Vengeance 128 GB,648.75,ASRock B550M Steel Legend,568.5,Gigabyte UD750GM,580.71,ASRock Challenger,9899.98,12959.9
Antec NX200M,818.57,Intel Core i7-7700T,436.91,Inland Performance Plus,403.69,TEAMGROUP T-Force Delta RGB 16 GB,1921.72,MSI MPG Z690 FORCE WIFI,3864.11,EVGA SuperNOVA 850 GT,48.87,EVGA SC2,3899.37,11393.24
Deepcool CK560,257.59,AMD Threadripper 2970WX,3421.74,Crucial P3,1190.26,Corsair Vengeance LPX 4 GB,824.05,ASRock A520M-ITX/ac,1245.43,EVGA SuperNOVA 1200 P3,141.11,Sapphire NITRO+,7523.98,14604.16
be quiet! Pure Base 500DX,628.99,Intel Xeon E3-1220 V3,1862.24,Kingston A400,1804.66,G.Skill Trident Z5 RGB 96 GB,1479.86,MSI MAG Z790 TOMAHAWK MAX WIFI,2803.24,EVGA SuperNOVA 750 G5,189.7,MSI GAMING X,6594.6,15363.29
MSI MPG GUNGNIR 110R,99.9,Intel Core i7-6900K,3269.24,Western Digital Blue SA510,2161.24,ADATA XPG Lancer Blade 32 GB,511.92,Asus ROG STRIX X670E-I GAMING WIFI,2207.13,SeaSonic VERTEX GX-1200,359.97,Gigabyte AERO OC,7853.85,16463.25
Phanteks XT PRO,834.09,Intel Core i9-14900KS,3943.61,Samsung 980,1896.68,TEAMGROUP T-Create Expert 64 GB,945.13,Gigabyte B450M K,3616.95,FSP Group FSP400-60FGGBA,161.28,MSI D3H LP,2746.56,14144.3
Corsair 4000D Airflow,191.87,Intel Core i9-10900X,593.8,TEAMGROUP MP33 PRO,1997.28,TEAMGROUP T-Force Vulcan 32 GB,1100.14,ASRock B550 Phantom Gaming-ITX/ax,1310.53,SeaSonic FOCUS GX-850 ATX 3.0,317.99,MSI LP OC,3065.03,8576.64
HYTE REVOLT 3,84.62,Intel Core i9-10900X,3872.05,Seagate IronWolf NAS,2114.18,Corsair Dominator Platinum RGB 64 GB,1714.0,Asus PRIME Z390-A,2113.11,Corsair SF600,201.18,PowerColor Hellhound OC,4596.4,14695.54
Silverstone SG13 V2,697.48,Intel Xeon E5-2680 V4,2433.66,TEAMGROUP T-Force Vulcan Z,339.23,Corsair Dominator Titanium 96 GB,2389.31,Gigabyte B550 AORUS ELITE AX V2,2148.01,SeaSonic PRIME TX-1600 ATX 3.0,308.42,MSI Radeon RX 6900 XT GAMING X TRIO 16G,762.05,9078.16
Montech KING 95,761.01,Intel Core i7-870,3607.24,Crucial P3,1140.53,Corsair Vengeance RGB RS 32 GB,1546.95,MSI X670E GAMING PLUS WIFI,732.98,MSI MPG A850G PCIE5,673.15,ASRock Phantom Gaming OC,7632.65,16094.51
Fractal Design Torrent,451.5,Intel Core i7-9700F,3341.52,Crucial BX500,579.71,Kingston FURY Beast 8 GB,2518.64,ASRock B550M-HDV,2643.21,Asus ROG Strix,206.04,PowerColor Hellhound OC,6517.78,16258.4
Thermaltake Core V1,661.19,AMD Ryzen 5 7600X,3359.69,Samsung 990 Pro w/Heatsink,1017.08,Silicon Power SP016GLLTU160N22 16 GB,1973.92,MSI PRO B650-S WIFI,2914.21,SeaSonic PRIME TX,231.26,MSI RTX 4090 GAMING SLIM 24G,5365.42,15522.77
Fractal Design Define R5,622.5,Intel Xeon E5-2680 V4,3476.74,PNY CS1030,996.47,TEAMGROUP T-Force Vulcan Z 16 GB,3577.45,Asus ROG STRIX B760-A GAMING WIFI,1999.34,EVGA SuperNOVA 750 P5,261.64,MSI GAMING X TRIO,9224.93,20159.07
MSI MPG GUNGNIR 110R,989.75,Intel Core i7-8700,2731.18,KingSpec XG7000,1805.69,TEAMGROUP T-Force Delta RGB 48 GB,2606.66,Asus PRIME Z790-P WIFI,3757.58,Corsair CX650M,33.36,MSI VENTUS 2X XS OC,5489.76,17413.98
Phanteks Eclipse P400A Digital,324.82,Intel Xeon E-2124,2003.71,Seagate Surveillance HDD,2207.64,Corsair Dominator Titanium 96 GB,2791.19,Asus PRIME B550-PLUS,2285.65,Super Flower Leadex Platinum,389.96,MSI RTX 3060 Ventus 3X 12G OC,4755.59,14758.56
Fractal Design Define 7 XL,925.31,AMD Threadripper 3970X,3615.28,Silicon Power A55,1283.89,G.Skill Trident Z Royal 128 GB,3667.21,MSI MPG Z690 FORCE WIFI,3079.07,MSI MPG A850GF,308.21,MSI VENTUS 3X OC,93.34,12972.31
Corsair iCUE 5000X RGB,656.12,Intel Core i5-12400,195.58,Silicon Power UD85,1372.57,Corsair Vengeance RGB Pro SL 32 GB,2495.67,Asus ROG STRIX B550-F GAMING WIFI II,692.11,Corsair RM650 (2023),67.64,Asus STRIX GAMING,5235.87,10715.56
Lian Li LANCOOL II-W,940.56,Intel Core i9-14900KS,2293.17,Seagate BarraCuda,1199.48,G.Skill Trident Z5 Neo RGB 32 GB,2242.11,Asus TUF GAMING B650M-PLUS WIFI,1892.95,SeaSonic PRIME TX,519.23,Gigabyte WINDFORCE OC,3819.12,12906.62
Corsair 2500X,158.0,Intel Pentium E5700,2814.44,Samsung 970 Evo,1863.37,TEAMGROUP T-Force Vulcan Z 16 GB,1882.39,Biostar H610MH,2636.44,SeaSonic PRIME TX-850,506.04,MSI VENTUS 2X XS OC,1933.32,11794.0
Phanteks Eclipse P400A Digital,474.26,AMD Ryzen 7 3800X,232.8,Kingston NV1,249.36,Silicon Power Value Gaming 32 GB,2928.24,Gigabyte X670 GAMING X AX V2,2698.85,Corsair HX1000i (2023),106.39,Asus DUAL,642.84,7332.74
Lian Li O11D EVO RGB,412.7,Intel Core i7-960,1469.12,Klevv CRAS C910,2137.26,G.Skill Trident Z5 Neo RGB 32 GB,2978.45,Asus TUF GAMING Z790-PLUS WIFI D4,1536.23,G.Skill MB750G,155.67,MSI GAMING TRIO CLASSIC,3048.32,11737.75
Thermaltake Versa H18,651.32,AMD Ryzen 9 7900X3D,2946.23,Corsair MP700 PRO,1575.06,TEAMGROUP T-Force Vulcan Z 16 GB,2036.82,ASRock B650M Pro RS,2886.71,Corsair AX1200,624.09,Asus TUF GAMING,595.13,11315.36
HYTE Y70 Touch,897.35,Intel Core i7-13700K,3483.82,TEAMGROUP MP34,843.0,Corsair Vengeance RGB Pro 64 GB,226.35,ASRock A620M Pro RS,725.16,Montech TITAN GOLD 1000W,72.86,Gigabyte EAGLE OC,6223.56,12472.1
NZXT H9 Flow,748.67,Intel Core i5-7400,1757.7,Acer Predator GM7000,2150.49,G.Skill Trident Z5 RGB 96 GB,131.56,MSI MAG Z790 TOMAHAWK MAX WIFI,3505.64,EVGA SuperNOVA 1000 GT,18.76,PowerColor Red Devil,5798.93,14111.75
Lian Li O11 Dynamic EVO,290.96,Intel Core i5-8500,1735.52,Transcend 250S,407.53,KingBank SharpBlade 32 GB,3901.85,MSI PRO B650M-P,1236.35,SeaSonic FOCUS Gold,526.53,MSI GAMING X SLIM,2363.79,10462.53
SAMA ARGB-Q5,529.1,Intel Core i5-12400F,2176.7,Kingston KC3000,1702.5,Patriot Viper Steel 32 GB,3460.04,Asus ROG STRIX B650E-E GAMING WIFI,1935.56,Asus TUF Gaming 1000G,712.76,MSI SUPRIM LIQUID X,4717.74,15234.4
GameMax G563,49.24,AMD Ryzen 3 3200G,3164.41,Crucial T705 W/Heatsink Limited Edition,153.47,Lexar Ares RGB 32 GB,736.7,MSI X670E GAMING PLUS WIFI,3220.03,EVGA 500 BQ,546.38,ASRock Challenger,2859.15,10729.38
Fractal Design Terra,815.39,Intel Core i7-5775C,1580.27,Samsung 990 Pro,111.63,G.Skill Flare X5 64 GB,3843.28,Asus PRIME Z790-A WIFI,1654.54,Corsair RM750x (2021),397.52,Inno3D Twin X2,2728.2,11130.83
Corsair 3000D AIRFLOW,520.6,AMD Threadripper 3970X,4186.27,Crucial P3 Plus,1311.36,TEAMGROUP T-Create Expert 32 GB,1254.41,ASRock B550 Phantom Gaming 4/ac,443.79,Thermaltake Toughpower GF1 (2024),116.74,XFX Speedster SWFT 319,4156.81,11989.98
Fractal Design North,598.05,Intel Core i7-13700F,3609.87,Crucial MX500,1588.5,Silicon Power SP016GLLTU160N22 16 GB,2803.52,ASRock H670M-ITX/ax,1265.53,SeaSonic FOCUS GX-750 ATX 3.0,554.28,XFX Speedster QICK 319 Core,5141.5,15561.25
Corsair iCUE 4000D RGB AIRFLOW,95.18,AMD Threadripper 1950X,1191.43,Kingston KC3000,2274.65,Corsair Dominator Titanium 32 GB,2484.1,Supermicro MBD-X10DRI-O,3696.84,SHARKOON SilentStorm Cool Zero 750,76.91,PowerColor Red Dragon OC,6785.32,16604.43
Thermaltake V250 TG ARGB,995.67,Intel Celeron G4900,727.24,Corsair MP700 PRO,481.61,Kingston FURY Beast 32 GB,1899.94,ASRock A520M-HDV,2544.11,SeaSonic FOCUS PLUS 850 Gold,714.92,Acer Predator BiFrost OC,127.1,7490.59
Thermaltake S100 Snow Edition,507.22,Intel Core i5-8600,697.1,Western Digital Black SN850X,1840.06,G.Skill Aegis 32 GB,1549.78,MSI MPG Z790 CARBON WIFI II,3137.6,EVGA SuperNOVA 650 GA,582.36,MSI Ventus XS OCV1,4404.23,12718.35
NZXT H9 Elite,43.98,Intel Core i7-5775C,2916.1,SK Hynix Platinum P41,1655.72,Corsair Vengeance RGB Pro 32 GB,813.11,ASRock B760M-H/M.2,2143.33,EVGA SuperNOVA 750 P5,156.8,PowerColor Red Devil,671.4,8400.44
SAMA IM01,119.26,Intel Core i5-11600K,3550.26,Seagate Surveillance HDD,2187.45,Samsung M378A2K43CB1-CTD 16 GB,54.43,ASRock X670E Taichi,1656.47,Cooler Master G700,408.6,MSI Radeon RX 6900 XT GAMING X TRIO 16G,1490.67,9467.14
Lian Li O11 Vision,202.96,Intel Core i7-3770K,3997.75,Klevv CRAS C910,410.12,Corsair Vengeance 192 GB,2285.66,MSI PRO Z790-P WIFI DDR4,1218.19,Lian Li SP,612.35,ASRock Challenger D OC,2288.33,11015.36
Asus A21,515.79,Intel Core i7-8700T,2833.04,Western Digital Green SN350,457.53,Silicon Power SP016GLLTU160N22 16 GB,1991.69,Asus ROG STRIX B650E-I GAMING WIFI,378.22,SHARKOON SilentStorm Cool Zero 750,306.74,Gigabyte Vision OC,6400.84,12883.85
Deepcool CH370,180.84,Intel Core i7-10700KF,3241.59,TEAMGROUP MP33 PRO,1454.05,Corsair Vengeance LPX 4 GB,3780.44,ASRock B760M Pro RS/D4 WiFi,3281.3,SeaSonic PRIME TX-1300 ATX 3.0,430.95,PNY RTX A-Series,7628.45,19997.62
Lian Li O11 Dynamic EVO,900.92,Intel Core i7-8700,1223.94,Lexar NM790,2350.81,Corsair Vengeance 16 GB,586.49,MSI PRO Z790-A MAX WIFI,1584.64,MSI MAG A750BN PCIE5,620.79,Gigabyte WINDFORCE V2,7131.71,14399.3
Phanteks NV5,950.91,AMD Ryzen 5 5600X,99.74,Kingston Fury Renegade,953.87,KingBank SharpBlade RGB 32 GB,749.78,Gigabyte Z790 EAGLE AX,1236.36,EVGA SuperNOVA 1000G XC,27.88,Sapphire PULSE,4979.02,8997.56
Corsair 2500D Airflow,419.5,Intel Core i5-12600K,2979.65,Inland TN470,1053.59,G.Skill Aegis 16 GB,509.91,ASRock B650M-HDV/M.2,3536.74,EVGA SuperNOVA 850 GM,575.06,PowerColor Fighter OC,2679.55,11754.0
Zalman P30,254.92,Intel Core i5-13600K,3381.3,MSI SPATIUM M482,1025.86,Kingston Server Premier 32 GB,2695.49,Asus ROG STRIX Z690-I GAMING WIFI,2523.27,Athena Power AP-MTFX30,564.93,Gigabyte GAMING OC,7645.72,18091.49
be quiet! Pure Base 500DX,978.64,Intel Core i7-4770S,1833.13,MSI SPATIUM M482,1312.44,KingBank SharpBlade RGB 32 GB,747.22,Gigabyte H510M S2H V3,188.18,Corsair CX (2023),464.66,Zotac GAMING AMP Extreme AIRO,1301.56,6825.83
Cooler Master MasterBox TD500 Mesh w/ Controller,96.98,AMD Ryzen 5 8600G,3813.52,Solidigm P41 Plus,1732.89,Corsair Vengeance RGB 32 GB,990.01,Gigabyte Z790 AORUS ELITE DDR4,2793.76,EVGA SuperNOVA 650 GA,499.6,MSI GAMING X TRIO,5016.87,14943.63
